s1,s2,s3,s4,gesture,sample_id,t
267,100,326,182,scissors,1,85
268,101,326,181,scissors,1,86
264,103,326,183,scissors,1,87
267,102,325,181,scissors,1,88
261,102,326,182,scissors,1,89
258,101,325,181,scissors,1,90
261,103,322,181,scissors,1,91
257,101,320,182,scissors,1,92
257,103,322,182,scissors,1,93
249,101,324,183,scissors,1,94
259,100,324,178,scissors,1,95
251,101,327,181,scissors,1,96
251,100,326,178,scissors,1,97
246,102,325,180,scissors,1,98
256,100,321,181,scissors,1,99
148,88,548,184,scissors,1,100
135,102,547,178,scissors,1,101
144,86,561,176,scissors,1,102
145,129,541,187,scissors,1,103
141,91,538,176,scissors,1,104
138,91,537,173,scissors,1,105
129,84,534,164,scissors,1,106
143,118,510,223,scissors,1,107
154,75,522,169,scissors,1,108
130,115,526,176,scissors,1,109
138,112,506,187,scissors,1,110
157,94,519,173,scissors,1,111
143,101,509,176,scissors,1,112
140,100,517,177,scissors,1,113
123,103,495,175,scissors,1,114
169,109,487,157,scissors,1,115
145,94,454,177,scissors,1,116
142,81,496,155,scissors,1,117
150,103,480,174,scissors,1,118
143,76,497,175,scissors,1,119
145,123,496,176,scissors,1,120
133,93,516,193,scissors,1,121
144,109,517,112,scissors,1,122
144,104,536,198,scissors,1,123
144,116,526,176,scissors,1,124
171,103,536,172,scissors,1,125
140,101,550,165,scissors,1,126
142,89,531,194,scissors,1,127
139,100,528,175,scissors,1,128
150,98,528,181,scissors,1,129
140,105,541,162,scissors,1,130
140,95,538,243,scissors,1,131
147,117,510,167,scissors,1,132
136,100,519,171,scissors,1,133
150,100,532,170,scissors,1,134
146,100,530,176,scissors,1,135
132,118,514,176,scissors,1,136
224,100,522,162,scissors,1,137
134,101,521,197,scissors,1,138
135,101,529,160,scissors,1,139
129,85,534,170,scissors,1,140
139,102,527,173,scissors,1,141
137,101,519,183,scissors,1,142
134,118,475,182,scissors,1,143
131,148,520,177,scissors,1,144
138,106,531,169,scissors,1,145
154,107,514,184,scissors,1,146
134,87,517,178,scissors,1,147
128,104,545,174,scissors,1,148
129,102,512,179,scissors,1,149
137,101,514,118,scissors,1,150
134,96,510,179,scissors,1,151
132,122,506,178,scissors,1,152
124,110,493,179,scissors,1,153
120,102,384,178,scissors,1,154
133,100,494,206,scissors,1,155
134,100,489,168,scissors,1,156
134,102,494,178,scissors,1,157
118,98,490,177,scissors,1,158
121,104,484,145,scissors,1,159
121,85,515,170,scissors,1,160
123,93,510,169,scissors,1,161
133,101,507,165,scissors,1,162
138,100,493,176,scissors,1,163
128,102,529,178,scissors,1,164
105,96,527,162,scissors,1,165
141,100,514,181,scissors,1,166
146,109,497,172,scissors,1,167
134,92,514,194,scissors,1,168
140,107,524,184,scissors,1,169
138,112,550,186,scissors,1,170
131,101,544,178,scissors,1,171
142,117,540,186,scissors,1,172
163,102,540,171,scissors,1,173
139,110,540,188,scissors,1,174
142,83,552,170,scissors,1,175
141,104,540,181,scissors,1,176
136,93,529,181,scissors,1,177
154,100,528,193,scissors,1,178
154,103,532,180,scissors,1,179
139,103,531,191,scissors,1,180
150,99,514,88,scissors,1,181
142,103,512,162,scissors,1,182
131,74,513,163,scissors,1,183
150,117,501,196,scissors,1,184
133,87,522,172,scissors,1,185
135,101,516,180,scissors,1,186
136,129,509,176,scissors,1,187
138,109,510,178,scissors,1,188
144,101,537,178,scissors,1,189
133,114,520,163,scissors,1,190
142,97,512,179,scissors,1,191
136,100,533,172,scissors,1,192
135,108,496,200,scissors,1,193
141,119,500,177,scissors,1,194
142,112,500,191,scissors,1,195
133,87,504,216,scissors,1,196
144,103,506,179,scissors,1,197
125,87,514,155,scissors,1,198
111,101,501,176,scissors,1,199
132,74,512,179,scissors,1,200
123,93,493,166,scissors,1,201
128,101,493,188,scissors,1,202
130,103,490,153,scissors,1,203
132,102,498,175,scissors,1,204
134,113,481,173,scissors,1,205
135,101,477,176,scissors,1,206
130,100,472,176,scissors,1,207
132,100,468,170,scissors,1,208
128,102,482,163,scissors,1,209
129,93,467,190,scissors,1,210
136,49,459,175,scissors,1,211
137,113,444,191,scissors,1,212
139,107,459,177,scissors,1,213
129,102,463,180,scissors,1,214
131,102,441,178,scissors,1,215
131,125,430,180,scissors,1,216
134,116,466,165,scissors,1,217
130,109,451,168,scissors,1,218
132,88,459,133,scissors,1,219
143,114,455,173,scissors,1,220
129,100,466,202,scissors,1,221
130,102,457,179,scissors,1,222
133,102,459,171,scissors,1,223
119,104,454,161,scissors,1,224
133,101,435,176,scissors,1,225
125,89,448,192,scissors,1,226
136,113,451,184,scissors,1,227
121,99,450,190,scissors,1,228
128,101,463,167,scissors,1,229
124,102,456,174,scissors,1,230
134,122,448,195,scissors,1,231
105,99,450,182,scissors,1,232
129,107,448,175,scissors,1,233
130,114,444,184,scissors,1,234
128,109,444,173,scissors,1,235
128,105,438,178,scissors,1,236
133,101,435,174,scissors,1,237
153,92,424,198,scissors,1,238
143,100,431,173,scissors,1,239
182,102,426,194,scissors,1,240
132,100,421,175,scissors,1,241
130,88,430,172,scissors,1,242
137,98,412,193,scissors,1,243
152,101,414,173,scissors,1,244
130,87,426,172,scissors,1,245
143,100,415,185,scissors,1,246
131,105,412,179,scissors,1,247
133,128,401,185,scissors,1,248
112,100,417,173,scissors,1,249
115,120,409,175,scissors,1,250
112,97,415,172,scissors,1,251
130,116,397,192,scissors,1,252
150,94,410,174,scissors,1,253
128,115,400,163,scissors,1,254
136,102,403,199,scissors,1,255
133,104,399,176,scissors,1,256
128,93,365,175,scissors,1,257
119,97,304,174,scissors,1,258
131,104,391,160,scissors,1,259
132,100,381,180,scissors,1,260
124,101,401,173,scissors,1,261
144,101,376,173,scissors,1,262
124,82,389,183,scissors,1,263
126,102,391,176,scissors,1,264
128,90,389,174,scissors,1,265
128,100,389,171,scissors,1,266
128,104,405,170,scissors,1,267
34,100,392,190,scissors,1,268
128,96,381,169,scissors,1,269
118,114,391,162,scissors,1,270
103,109,408,174,scissors,1,271
151,85,424,160,scissors,1,272
107,100,437,160,scissors,1,273
133,51,467,175,scissors,1,274
134,102,443,185,scissors,1,275
134,105,464,153,scissors,1,276
131,140,465,165,scissors,1,277
140,101,470,170,scissors,1,278
183,98,478,169,scissors,1,279
132,99,453,174,scissors,1,280
130,101,502,168,scissors,1,281
134,130,499,169,scissors,1,282
124,79,508,170,scissors,1,283
130,84,502,140,scissors,1,284
130,101,496,191,scissors,1,285
119,104,496,171,scissors,1,286
131,104,498,194,scissors,1,287
130,99,520,156,scissors,1,288
105,100,519,192,scissors,1,289
143,113,527,176,scissors,1,290
129,123,516,171,scissors,1,291
113,98,512,169,scissors,1,292
140,100,490,183,scissors,1,293
130,87,527,171,scissors,1,294
128,101,499,171,scissors,1,295
145,93,506,167,scissors,1,296
117,100,505,179,scissors,1,297
128,99,508,167,scissors,1,298
128,101,488,173,scissors,1,299
128,114,513,165,scissors,1,300
116,101,499,157,scissors,1,301
129,101,494,161,scissors,1,302
120,100,514,186,scissors,1,303
128,99,483,204,scissors,1,304
103,114,483,223,scissors,1,305
128,114,483,221,scissors,1,306
124,86,487,234,scissors,1,307
141,71,487,225,scissors,1,308
129,77,484,220,scissors,1,309
115,120,496,220,scissors,1,310
129,104,489,218,scissors,1,311
133,101,474,218,scissors,1,312
130,98,486,208,scissors,1,313
140,123,473,219,scissors,1,314
18,102,474,233,scissors,1,315
125,113,470,209,scissors,1,316
106,104,485,189,scissors,1,317
128,100,461,232,scissors,1,318
137,102,456,219,scissors,1,319
122,110,455,210,scissors,1,320
139,96,456,206,scissors,1,321
122,109,475,201,scissors,1,322
136,101,466,215,scissors,1,323
134,102,466,208,scissors,1,324
134,101,470,204,scissors,1,325
119,88,444,196,scissors,1,326
125,108,469,151,scissors,1,327
123,102,477,212,scissors,1,328
148,96,467,217,scissors,1,329
114,103,517,205,scissors,1,330
128,101,467,199,scissors,1,331
157,102,468,195,scissors,1,332
123,116,480,209,scissors,1,333
239,100,485,218,scissors,1,334
128,112,485,164,scissors,1,335
132,104,479,191,scissors,1,336
137,109,461,202,scissors,1,337
134,102,495,183,scissors,1,338
136,100,482,185,scissors,1,339
134,96,483,201,scissors,1,340
129,94,500,182,scissors,1,341
139,108,503,199,scissors,1,342
152,99,500,196,scissors,1,343
154,83,502,251,scissors,1,344
139,103,500,219,scissors,1,345
144,104,503,196,scissors,1,346
137,100,512,210,scissors,1,347
136,102,455,194,scissors,1,348
142,102,496,194,scissors,1,349
145,102,505,184,scissors,1,350
126,89,471,193,scissors,1,351
141,101,490,178,scissors,1,352
140,102,491,192,scissors,1,353
128,88,493,169,scissors,1,354
153,101,483,191,scissors,1,355
140,101,485,190,scissors,1,356
149,101,481,194,scissors,1,357
134,137,486,196,scissors,1,358
145,102,459,184,scissors,1,359
141,96,477,169,scissors,1,360
149,122,451,189,scissors,1,361
242,84,458,192,scissors,1,362
144,101,445,172,scissors,1,363
151,92,458,196,scissors,1,364
156,58,472,207,scissors,1,365
161,107,478,212,scissors,1,366
170,121,470,113,scissors,1,367
176,86,470,231,scissors,1,368
141,109,491,221,scissors,1,369
164,178,474,218,scissors,1,370
160,100,474,223,scissors,1,371
145,99,450,250,scissors,1,372
159,102,476,245,scissors,1,373
182,95,499,246,scissors,1,374
158,106,479,244,scissors,1,375
148,99,501,248,scissors,1,376
158,104,482,241,scissors,1,377
155,100,479,256,scissors,1,378
150,99,581,222,scissors,1,379
161,137,473,243,scissors,1,380
171,99,456,240,scissors,1,381
177,102,477,239,scissors,1,382
186,101,502,228,scissors,1,383
206,101,463,236,scissors,1,384
189,96,461,242,scissors,1,385
188,120,496,234,scissors,1,386
180,100,522,232,scissors,1,387
173,129,510,231,scissors,1,388
181,104,474,234,scissors,1,389
183,114,504,175,scissors,1,390
193,82,509,220,scissors,1,391
193,91,515,227,scissors,1,392
181,111,402,214,scissors,1,393
172,100,522,225,scissors,1,394
170,120,507,228,scissors,1,395
62,102,521,243,scissors,1,396
179,100,536,211,scissors,1,397
134,108,530,227,scissors,1,398
173,90,528,219,scissors,1,399
160,101,527,214,scissors,1,400
171,100,551,209,scissors,1,401
190,101,529,240,scissors,1,402
170,26,553,219,scissors,1,403
172,99,542,236,scissors,1,404
171,96,559,220,scissors,1,405
169,119,547,218,scissors,1,406
166,104,574,227,scissors,1,407
178,90,605,215,scissors,1,408
166,92,633,211,scissors,1,409
164,100,602,215,scissors,1,410
168,101,620,215,scissors,1,411
171,149,626,210,scissors,1,412
166,100,623,208,scissors,1,413
159,110,620,211,scissors,1,414
184,84,630,207,scissors,1,415
172,111,631,189,scissors,1,416
203,115,631,205,scissors,1,417
206,108,697,207,scissors,1,418
201,97,613,212,scissors,1,419
187,101,643,209,scissors,1,420
194,99,612,209,scissors,1,421
179,96,613,200,scissors,1,422
185,101,609,208,scissors,1,423
181,89,628,203,scissors,1,424
189,88,623,249,scissors,1,425
180,73,618,213,scissors,1,426
188,103,612,202,scissors,1,427
190,100,616,203,scissors,1,428
193,115,613,199,scissors,1,429
218,101,608,204,scissors,1,430
192,51,603,221,scissors,1,431
184,98,592,210,scissors,1,432
190,100,587,199,scissors,1,433
191,152,584,208,scissors,1,434
193,101,581,203,scissors,1,435
212,98,571,204,scissors,1,436
204,95,573,202,scissors,1,437
198,139,584,207,scissors,1,438
210,90,558,202,scissors,1,439
204,101,566,199,scissors,1,440
228,96,591,200,scissors,1,441
206,107,575,289,scissors,1,442
208,161,587,198,scissors,1,443
203,99,591,165,scissors,1,444
203,92,586,200,scissors,1,445
194,98,595,204,scissors,1,446
199,114,629,200,scissors,1,447
195,90,648,206,scissors,1,448
223,98,598,202,scissors,1,449
175,103,609,202,scissors,1,450
200,110,618,208,scissors,1,451
200,101,624,196,scissors,1,452
218,100,599,199,scissors,1,453
200,101,621,213,scissors,1,454
192,99,672,207,scissors,1,455
205,101,620,199,scissors,1,456
215,117,589,204,scissors,1,457
101,101,594,220,scissors,1,458
211,82,585,219,scissors,1,459
234,102,580,215,scissors,1,460
218,102,576,198,scissors,1,461
220,100,581,196,scissors,1,462
219,103,581,219,scissors,1,463
244,93,575,205,scissors,1,464
217,104,600,193,scissors,1,465
243,107,595,198,scissors,1,466
214,89,605,190,scissors,1,467
222,89,585,206,scissors,1,468
213,103,607,193,scissors,1,469
226,101,562,205,scissors,1,470
227,101,560,191,scissors,1,471
225,101,555,208,scissors,1,472
223,100,566,199,scissors,1,473
219,100,558,208,scissors,1,474
221,100,552,208,scissors,1,475
219,100,554,193,scissors,1,476
187,100,552,208,scissors,1,477
183,102,547,192,scissors,1,478
200,106,562,203,scissors,1,479
212,99,586,201,scissors,1,480
208,92,578,201,scissors,1,481
216,101,580,187,scissors,1,482
229,101,599,220,scissors,1,483
239,99,592,219,scissors,1,484
226,99,623,205,scissors,1,485
203,95,609,199,scissors,1,486
118,102,607,212,scissors,1,487
235,97,618,219,scissors,1,488
200,105,644,201,scissors,1,489
212,92,641,184,scissors,1,490
207,98,631,199,scissors,1,491
206,102,631,219,scissors,1,492
208,106,627,185,scissors,1,493
217,100,636,202,scissors,1,494
205,104,650,192,scissors,1,495
202,116,629,202,scissors,1,496
197,99,622,222,scissors,1,497
206,145,616,198,scissors,1,498
200,91,636,199,scissors,1,499
227,100,606,196,scissors,1,500
218,99,614,189,scissors,1,501
221,118,611,198,scissors,1,502
205,101,593,197,scissors,1,503
220,101,590,200,scissors,1,504
209,101,599,185,scissors,1,505
216,90,602,195,scissors,1,506
217,98,614,218,scissors,1,507
215,104,622,236,scissors,1,508
213,107,624,192,scissors,1,509
211,102,630,193,scissors,1,510
214,93,635,182,scissors,1,511
193,100,522,193,scissors,1,512
225,104,611,210,scissors,1,513
226,97,605,205,scissors,1,514
220,102,600,192,scissors,1,515
218,102,600,198,scissors,1,516
213,136,601,194,scissors,1,517
202,85,604,189,scissors,1,518
214,105,592,157,scissors,1,519
211,100,582,192,scissors,1,520
200,101,580,180,scissors,1,521
233,82,573,190,scissors,1,522
216,92,564,204,scissors,1,523
210,169,563,190,scissors,1,524
208,105,549,155,scissors,1,525
244,87,552,190,scissors,1,526
214,106,551,153,scissors,1,527
197,109,549,188,scissors,1,528
196,114,531,177,scissors,1,529
196,100,553,198,scissors,1,530
189,115,550,254,scissors,1,531
207,101,544,184,scissors,1,532
195,150,570,190,scissors,1,533
192,110,577,185,scissors,1,534
204,101,544,190,scissors,1,535
183,101,604,184,scissors,1,536
199,88,547,206,scissors,1,537
176,111,527,185,scissors,1,538
196,89,546,185,scissors,1,539
197,97,486,178,scissors,1,540
208,104,457,181,scissors,1,541
219,94,562,198,scissors,1,542
196,104,563,182,scissors,1,543
187,113,561,171,scissors,1,544
203,96,562,200,scissors,1,545
176,102,554,172,scissors,1,546
186,106,541,186,scissors,1,547
187,80,571,179,scissors,1,548
181,102,564,181,scissors,1,549
199,85,562,214,scissors,1,550
194,101,554,189,scissors,1,551
182,73,557,172,scissors,1,552
192,96,544,180,scissors,1,553
195,94,553,176,scissors,1,554
197,98,548,162,scissors,1,555
236,100,532,200,scissors,1,556
192,92,547,173,scissors,1,557
200,92,532,208,scissors,1,558
173,120,527,270,scissors,1,559
176,104,521,192,scissors,1,560
190,98,504,198,scissors,1,561
189,97,504,169,scissors,1,562
285,98,503,163,scissors,1,563
178,90,499,180,scissors,1,564
188,80,507,182,scissors,1,565
195,109,490,172,scissors,1,566
182,96,504,179,scissors,1,567
191,100,512,178,scissors,1,568
178,101,528,164,scissors,1,569
183,101,512,185,scissors,1,570
188,102,510,180,scissors,1,571
182,100,501,180,scissors,1,572
192,90,513,194,scissors,1,573
167,98,508,178,scissors,1,574
208,103,512,204,scissors,1,575
168,89,525,166,scissors,1,576
212,102,494,172,scissors,1,577
204,101,516,179,scissors,1,578
208,95,510,179,scissors,1,579
194,101,497,164,scissors,1,580
200,4,501,175,scissors,1,581
198,101,505,170,scissors,1,582
195,100,486,183,scissors,1,583
206,98,482,161,scissors,1,584
196,106,475,177,scissors,1,585
187,83,477,177,scissors,1,586
198,108,475,157,scissors,1,587
219,94,481,179,scissors,1,588
204,30,479,180,scissors,1,589
169,108,471,139,scissors,1,590
187,98,477,174,scissors,1,591
198,100,457,174,scissors,1,592
188,102,427,165,scissors,1,593
214,101,434,179,scissors,1,594
187,100,472,156,scissors,1,595
198,110,464,177,scissors,1,596
184,104,458,165,scissors,1,597
196,96,465,164,scissors,1,598
190,70,464,173,scissors,1,599
190,101,452,176,scissors,1,600
211,101,450,168,scissors,1,601
213,101,433,190,scissors,1,602
197,94,465,194,scissors,1,603
204,115,462,175,scissors,1,604
198,114,437,169,scissors,1,605
205,99,458,177,scissors,1,606
203,101,459,174,scissors,1,607
204,104,454,159,scissors,1,608
222,101,415,194,scissors,1,609
221,99,458,184,scissors,1,610
201,94,454,174,scissors,1,611
209,104,454,174,scissors,1,612
201,120,456,113,scissors,1,613
199,98,448,187,scissors,1,614
196,87,469,162,scissors,1,615
198,128,457,172,scissors,1,616
196,99,465,171,scissors,1,617
197,119,465,174,scissors,1,618
180,113,460,178,scissors,1,619
207,88,476,172,scissors,1,620
192,118,471,171,scissors,1,621
204,102,468,181,scissors,1,622
216,103,477,173,scissors,1,623
206,100,505,170,scissors,1,624
215,102,474,185,scissors,1,625
237,44,495,188,scissors,1,626
249,94,515,175,scissors,1,627
317,95,500,163,scissors,1,628
271,100,508,162,scissors,1,629
274,93,530,172,scissors,1,630
273,117,531,169,scissors,1,631
272,58,552,170,scissors,1,632
267,108,571,173,scissors,1,633
266,110,559,172,scissors,1,634
263,95,576,179,scissors,1,635
265,103,569,174,scissors,1,636
277,86,571,171,scissors,1,637
256,100,545,171,scissors,1,638
253,103,557,144,scissors,1,639
254,10,552,166,scissors,1,640
254,105,565,178,scissors,1,641
240,110,581,163,scissors,1,642
254,101,560,186,scissors,1,643
247,97,552,166,scissors,1,644
241,113,556,170,scissors,1,645
224,101,550,193,scissors,1,646
243,98,545,165,scissors,1,647
233,113,560,174,scissors,1,648
232,99,579,154,scissors,1,649
239,108,553,267,scissors,1,650
220,102,559,168,scissors,1,651
248,124,542,173,scissors,1,652
257,181,552,172,scissors,1,653
265,95,546,179,scissors,1,654
243,104,550,170,scissors,1,655
256,99,533,176,scissors,1,656
252,113,542,156,scissors,1,657
257,102,538,170,scissors,1,658
256,2,548,172,scissors,1,659
280,94,529,171,scissors,1,660
250,102,546,163,scissors,1,661
259,132,519,171,scissors,1,662
266,101,512,162,scissors,1,663
272,102,510,161,scissors,1,664
263,70,509,169,scissors,1,665
258,96,516,172,scissors,1,666
263,100,508,168,scissors,1,667
251,102,499,167,scissors,1,668
263,102,565,169,scissors,1,669
262,101,481,173,scissors,1,670
266,97,484,168,scissors,1,671
276,90,499,162,scissors,1,672
258,113,499,169,scissors,1,673
272,92,494,168,scissors,1,674
286,100,496,181,scissors,1,675
321,99,501,169,scissors,1,676
282,102,516,167,scissors,1,677
286,93,504,289,scissors,1,678
175,88,498,53,scissors,1,679
307,94,493,226,scissors,1,680
282,102,500,173,scissors,1,681
296,102,512,174,scissors,1,682
243,118,525,170,scissors,1,683
282,99,542,174,scissors,1,684
251,100,538,169,scissors,1,685
281,103,522,173,scissors,1,686
274,100,525,170,scissors,1,687
283,78,526,174,scissors,1,688
256,103,530,241,scissors,1,689
281,99,497,172,scissors,1,690
268,100,610,173,scissors,1,691
272,88,538,171,scissors,1,692
282,93,518,157,scissors,1,693
288,101,497,166,scissors,1,694
285,98,505,172,scissors,1,695
286,99,487,172,scissors,1,696
294,82,503,157,scissors,1,697
285,91,499,170,scissors,1,698
277,96,517,196,scissors,1,699
279,83,512,157,scissors,1,700
274,94,497,203,scissors,1,701
270,103,552,171,scissors,1,702
269,93,464,170,scissors,1,703
266,43,491,174,scissors,1,704
260,110,479,163,scissors,1,705
262,104,492,158,scissors,1,706
251,104,466,172,scissors,1,707
294,102,473,182,scissors,1,708
242,104,476,175,scissors,1,709
253,99,488,170,scissors,1,710
246,101,484,172,scissors,1,711
321,89,472,177,scissors,1,712
239,100,470,181,scissors,1,713
262,92,441,185,scissors,1,714
251,100,452,174,scissors,1,715
247,99,455,172,scissors,1,716
250,111,459,158,scissors,1,717
248,91,449,168,scissors,1,718
220,102,457,151,scissors,1,719
241,96,441,197,scissors,1,720
241,111,438,156,scissors,1,721
240,116,405,184,scissors,1,722
231,106,457,162,scissors,1,723
257,102,444,180,scissors,1,724
237,103,414,170,scissors,1,725
244,104,392,172,scissors,1,726
234,100,435,177,scissors,1,727
250,102,419,173,scissors,1,728
248,100,436,170,scissors,1,729
224,113,418,169,scissors,1,730
245,77,437,170,scissors,1,731
245,100,440,135,scissors,1,732
240,93,465,163,scissors,1,733
245,188,446,168,scissors,1,734
262,97,450,174,scissors,1,735
244,100,453,137,scissors,1,736
271,92,424,182,scissors,1,737
239,100,456,164,scissors,1,738
257,101,415,174,scissors,1,739
250,102,416,170,scissors,1,740
246,116,428,185,scissors,1,741
253,117,423,196,scissors,1,742
243,204,436,169,scissors,1,743
244,73,447,161,scissors,1,744
244,100,434,169,scissors,1,745
245,109,437,173,scissors,1,746
266,124,450,186,scissors,1,747
286,108,453,165,scissors,1,748
241,112,457,176,scissors,1,749
244,101,460,167,scissors,1,750
225,100,463,160,scissors,1,751
253,100,454,185,scissors,1,752
234,114,461,171,scissors,1,753
223,100,463,164,scissors,1,754
341,100,469,160,scissors,1,755
235,98,463,75,scissors,1,756
238,101,458,168,scissors,1,757
235,98,444,182,scissors,1,758
222,85,471,164,scissors,1,759
220,128,449,174,scissors,1,760
228,124,494,160,scissors,1,761
209,103,453,173,scissors,1,762
216,99,460,170,scissors,1,763
205,112,446,181,scissors,1,764
240,94,433,173,scissors,1,765
214,89,442,179,scissors,1,766
207,114,463,168,scissors,1,767
212,100,437,169,scissors,1,768
197,116,446,172,scissors,1,769
206,110,457,163,scissors,1,770
208,107,424,196,scissors,1,771
194,101,454,165,scissors,1,772
211,100,420,174,scissors,1,773
200,99,428,171,scissors,1,774
206,108,351,160,scissors,1,775
198,97,415,155,scissors,1,776
152,107,425,172,scissors,1,777
192,90,434,172,scissors,1,778
194,101,440,166,scissors,1,779
192,103,447,188,scissors,1,780
184,105,462,149,scissors,1,781
160,104,454,171,scissors,1,782
177,114,426,172,scissors,1,783
212,104,445,152,scissors,1,784
177,103,454,152,scissors,1,785
194,87,440,171,scissors,1,786
190,82,444,172,scissors,1,787
249,115,440,276,scissors,1,788
198,86,435,183,scissors,1,789
182,93,443,170,scissors,1,790
186,100,463,163,scissors,1,791
186,98,550,177,scissors,1,792
196,83,475,157,scissors,1,793
190,118,476,168,scissors,1,794
184,96,476,173,scissors,1,795
190,102,470,170,scissors,1,796
220,90,477,176,scissors,1,797
181,110,466,168,scissors,1,798
190,103,465,173,scissors,1,799
181,91,475,144,scissors,1,800
187,112,465,172,scissors,1,801
179,83,487,175,scissors,1,802
184,100,480,171,scissors,1,803
188,114,485,148,scissors,1,804
187,101,474,172,scissors,1,805
185,104,497,173,scissors,1,806
189,115,493,88,scissors,1,807
77,100,492,160,scissors,1,808
189,125,491,158,scissors,1,809
184,47,493,168,scissors,1,810
192,116,490,178,scissors,1,811
172,100,513,171,scissors,1,812
182,107,541,139,scissors,1,813
205,90,494,186,scissors,1,814
175,98,509,159,scissors,1,815
202,108,517,164,scissors,1,816
183,100,534,172,scissors,1,817
187,112,474,180,scissors,1,818
160,102,509,162,scissors,1,819
197,98,500,169,scissors,1,820
182,95,503,170,scissors,1,821
185,98,501,182,scissors,1,822
182,99,479,170,scissors,1,823
199,99,493,164,scissors,1,824
197,100,490,171,scissors,1,825
175,119,486,169,scissors,1,826
192,101,486,165,scissors,1,827
147,110,483,102,scissors,1,828
180,102,480,168,scissors,1,829
153,102,489,172,scissors,1,830
189,98,473,177,scissors,1,831
180,102,472,170,scissors,1,832
194,92,466,170,scissors,1,833
201,96,467,171,scissors,1,834
91,83,462,71,scissors,1,835
202,105,467,172,scissors,1,836
108,114,465,174,scissors,1,837
214,13,466,169,scissors,1,838
210,105,452,173,scissors,1,839
199,95,477,169,scissors,1,840
186,101,466,178,scissors,1,841
208,119,464,162,scissors,1,842
197,102,457,170,scissors,1,843
200,110,456,156,scissors,1,844
204,109,455,169,scissors,1,845
222,100,450,172,scissors,1,846
212,102,448,149,scissors,1,847
203,104,419,182,scissors,1,848
215,101,436,168,scissors,1,849
180,124,423,150,scissors,1,850
202,98,429,169,scissors,1,851
218,93,432,170,scissors,1,852
200,89,449,156,scissors,1,853
206,101,423,170,scissors,1,854
187,101,425,184,scissors,1,855
205,104,434,171,scissors,1,856
203,102,408,188,scissors,1,857
205,117,429,168,scissors,1,858
215,77,433,157,scissors,1,859
192,98,423,162,scissors,1,860
208,102,428,170,scissors,1,861
178,101,425,140,scissors,1,862
217,101,437,157,scissors,1,863
214,100,417,168,scissors,1,864
217,99,424,168,scissors,1,865
236,109,426,156,scissors,1,866
234,97,418,85,scissors,1,867
215,89,449,156,scissors,1,868
231,98,396,169,scissors,1,869
220,106,431,147,scissors,1,870
235,97,436,187,scissors,1,871
224,91,442,169,scissors,1,872
