s1,s2,s3,s4,gesture,sample_id,t
129,108,522,742,scissors,1,445
131,104,586,787,scissors,1,446
92,105,622,811,scissors,1,447
129,104,611,800,scissors,1,448
122,103,636,822,scissors,1,449
117,82,604,783,scissors,1,450
114,102,604,799,scissors,1,451
136,97,613,799,scissors,1,452
116,102,602,796,scissors,1,453
114,94,600,776,scissors,1,454
140,126,591,783,scissors,1,455
117,108,580,769,scissors,1,456
116,107,582,772,scissors,1,457
144,103,563,748,scissors,1,458
114,107,587,754,scissors,1,459
124,129,547,751,scissors,1,460
124,104,588,757,scissors,1,461
126,132,555,737,scissors,1,462
123,91,598,772,scissors,1,463
126,107,596,769,scissors,1,464
110,104,559,747,scissors,1,465
118,129,559,749,scissors,1,466
129,41,538,725,scissors,1,467
112,107,542,736,scissors,1,468
160,105,550,731,scissors,1,469
139,100,553,733,scissors,1,470
134,108,554,735,scissors,1,471
133,218,546,728,scissors,1,472
165,104,550,727,scissors,1,473
139,126,520,710,scissors,1,474
138,100,513,704,scissors,1,475
93,106,532,718,scissors,1,476
135,105,520,695,scissors,1,477
129,105,440,689,scissors,1,478
97,107,516,723,scissors,1,479
136,46,513,705,scissors,1,480
118,104,496,754,scissors,1,481
136,104,512,725,scissors,1,482
138,101,470,746,scissors,1,483
124,111,526,727,scissors,1,484
129,89,552,725,scissors,1,485
140,105,555,729,scissors,1,486
149,104,540,720,scissors,1,487
134,104,541,723,scissors,1,488
114,115,546,731,scissors,1,489
124,94,560,729,scissors,1,490
132,105,538,719,scissors,1,491
145,130,532,721,scissors,1,492
141,90,557,729,scissors,1,493
137,100,573,756,scissors,1,494
148,102,526,739,scissors,1,495
134,103,567,760,scissors,1,496
145,105,501,763,scissors,1,497
111,117,546,739,scissors,1,498
134,103,553,728,scissors,1,499
132,107,555,741,scissors,1,500
135,107,555,740,scissors,1,501
134,103,551,738,scissors,1,502
135,105,562,740,scissors,1,503
138,107,568,754,scissors,1,504
116,116,584,752,scissors,1,505
133,105,555,740,scissors,1,506
122,115,559,749,scissors,1,507
130,98,556,745,scissors,1,508
125,104,584,751,scissors,1,509
178,105,557,746,scissors,1,510
130,105,554,733,scissors,1,511
161,100,565,749,scissors,1,512
126,104,582,753,scissors,1,513
133,107,536,718,scissors,1,514
136,105,576,740,scissors,1,515
146,104,559,758,scissors,1,516
112,104,554,738,scissors,1,517
133,110,559,751,scissors,1,518
148,112,640,745,scissors,1,519
151,130,570,756,scissors,1,520
162,104,569,754,scissors,1,521
167,104,601,786,scissors,1,522
146,103,689,792,scissors,1,523
154,110,629,808,scissors,1,524
145,115,618,814,scissors,1,525
153,105,628,811,scissors,1,526
144,113,631,828,scissors,1,527
186,105,626,804,scissors,1,528
138,104,633,814,scissors,1,529
150,104,624,815,scissors,1,530
148,106,637,818,scissors,1,531
122,106,609,800,scissors,1,532
146,102,619,803,scissors,1,533
149,107,612,796,scissors,1,534
153,105,602,780,scissors,1,535
144,104,604,804,scissors,1,536
179,103,569,762,scissors,1,537
165,104,585,772,scissors,1,538
159,104,589,787,scissors,1,539
132,120,580,772,scissors,1,540
147,103,563,754,scissors,1,541
135,101,568,747,scissors,1,542
154,101,562,737,scissors,1,543
141,76,562,738,scissors,1,544
146,138,557,745,scissors,1,545
153,98,584,750,scissors,1,546
136,107,578,740,scissors,1,547
144,88,542,731,scissors,1,548
147,104,534,732,scissors,1,549
148,128,558,742,scissors,1,550
128,115,544,728,scissors,1,551
150,89,532,717,scissors,1,552
139,98,581,745,scissors,1,553
141,75,530,710,scissors,1,554
128,111,545,722,scissors,1,555
141,82,523,707,scissors,1,556
145,104,512,687,scissors,1,557
138,121,509,756,scissors,1,558
144,70,501,734,scissors,1,559
141,108,497,755,scissors,1,560
111,107,495,751,scissors,1,561
145,88,494,744,scissors,1,562
132,115,507,761,scissors,1,563
146,103,482,739,scissors,1,564
146,104,475,736,scissors,1,565
170,104,466,724,scissors,1,566
145,109,467,728,scissors,1,567
175,93,455,728,scissors,1,568
140,111,481,729,scissors,1,569
145,99,475,736,scissors,1,570
141,84,478,745,scissors,1,571
144,119,457,724,scissors,1,572
134,101,476,731,scissors,1,573
123,103,461,721,scissors,1,574
138,104,464,721,scissors,1,575
140,109,471,736,scissors,1,576
144,124,461,718,scissors,1,577
143,134,453,724,scissors,1,578
146,104,461,721,scissors,1,579
139,112,443,697,scissors,1,580
144,96,492,733,scissors,1,581
143,106,462,723,scissors,1,582
148,128,457,702,scissors,1,583
144,125,422,673,scissors,1,584
176,126,445,692,scissors,1,585
144,104,431,695,scissors,1,586
145,117,422,685,scissors,1,587
141,113,416,666,scissors,1,588
141,106,419,675,scissors,1,589
142,88,407,686,scissors,1,590
143,105,400,662,scissors,1,591
170,106,418,667,scissors,1,592
134,113,422,675,scissors,1,593
160,96,398,663,scissors,1,594
139,66,430,696,scissors,1,595
126,116,470,713,scissors,1,596
154,96,427,688,scissors,1,597
140,116,428,693,scissors,1,598
117,107,466,704,scissors,1,599
132,144,436,691,scissors,1,600
134,106,467,707,scissors,1,601
159,103,428,676,scissors,1,602
142,105,439,701,scissors,1,603
136,92,467,709,scissors,1,604
138,118,441,689,scissors,1,605
135,105,424,674,scissors,1,606
157,115,455,720,scissors,1,607
140,82,475,713,scissors,1,608
139,118,455,704,scissors,1,609
139,106,465,710,scissors,1,610
125,103,440,701,scissors,1,611
137,100,453,700,scissors,1,612
139,119,446,704,scissors,1,613
139,123,454,715,scissors,1,614
134,104,454,718,scissors,1,615
135,110,434,695,scissors,1,616
133,103,466,716,scissors,1,617
137,100,459,702,scissors,1,618
113,107,529,716,scissors,1,619
146,107,469,731,scissors,1,620
134,112,466,730,scissors,1,621
120,120,452,717,scissors,1,622
122,109,472,722,scissors,1,623
132,105,461,727,scissors,1,624
134,108,516,717,scissors,1,625
118,160,501,762,scissors,1,626
134,101,486,741,scissors,1,627
129,210,496,769,scissors,1,628
136,100,493,737,scissors,1,629
120,105,521,706,scissors,1,630
125,103,476,743,scissors,1,631
152,135,468,730,scissors,1,632
135,91,470,731,scissors,1,633
138,104,437,708,scissors,1,634
126,100,476,737,scissors,1,635
139,95,491,731,scissors,1,636
147,100,490,741,scissors,1,637
130,113,492,751,scissors,1,638
138,72,506,753,scissors,1,639
139,102,464,733,scissors,1,640
129,92,520,714,scissors,1,641
124,102,515,701,scissors,1,642
149,106,541,719,scissors,1,643
128,102,547,731,scissors,1,644
124,94,558,745,scissors,1,645
97,115,557,736,scissors,1,646
158,103,568,750,scissors,1,647
126,138,566,754,scissors,1,648
126,106,558,752,scissors,1,649
142,105,549,731,scissors,1,650
129,104,559,741,scissors,1,651
99,102,517,710,scissors,1,652
155,96,545,722,scissors,1,653
132,84,560,720,scissors,1,654
128,59,539,698,scissors,1,655
132,47,541,716,scissors,1,656
98,105,547,725,scissors,1,657
144,83,552,732,scissors,1,658
146,106,534,714,scissors,1,659
147,105,564,728,scissors,1,660
147,105,541,718,scissors,1,661
147,13,536,710,scissors,1,662
153,104,503,753,scissors,1,663
133,124,539,716,scissors,1,664
133,104,533,714,scissors,1,665
160,109,539,711,scissors,1,666
143,112,527,717,scissors,1,667
139,107,548,717,scissors,1,668
130,105,513,699,scissors,1,669
145,100,528,707,scissors,1,670
138,92,535,722,scissors,1,671
128,103,527,711,scissors,1,672
139,105,525,710,scissors,1,673
140,95,521,700,scissors,1,674
138,121,539,734,scissors,1,675
138,96,641,729,scissors,1,676
138,104,503,744,scissors,1,677
145,91,520,692,scissors,1,678
136,113,528,704,scissors,1,679
144,100,658,742,scissors,1,680
111,105,540,719,scissors,1,681
124,105,541,728,scissors,1,682
127,102,557,742,scissors,1,683
139,98,580,767,scissors,1,684
134,114,555,747,scissors,1,685
141,158,573,770,scissors,1,686
132,102,552,738,scissors,1,687
133,100,565,750,scissors,1,688
121,104,561,740,scissors,1,689
147,113,570,746,scissors,1,690
136,105,580,766,scissors,1,691
132,103,554,738,scissors,1,692
111,121,564,744,scissors,1,693
147,102,550,740,scissors,1,694
149,67,550,740,scissors,1,695
137,129,544,718,scissors,1,696
138,115,522,705,scissors,1,697
110,120,551,727,scissors,1,698
144,92,519,714,scissors,1,699
129,102,516,695,scissors,1,700
128,101,625,759,scissors,1,701
130,105,513,684,scissors,1,702
135,104,512,694,scissors,1,703
99,100,518,718,scissors,1,704
128,100,499,761,scissors,1,705
80,119,495,760,scissors,1,706
131,108,487,753,scissors,1,707
128,119,507,739,scissors,1,708
154,92,464,724,scissors,1,709
124,103,503,746,scissors,1,710
131,0,484,733,scissors,1,711
131,105,464,692,scissors,1,712
118,98,461,729,scissors,1,713
124,36,452,715,scissors,1,714
125,104,464,726,scissors,1,715
148,104,460,729,scissors,1,716
123,106,443,715,scissors,1,717
127,92,462,711,scissors,1,718
87,103,452,710,scissors,1,719
126,99,454,716,scissors,1,720
112,80,451,695,scissors,1,721
112,103,451,709,scissors,1,722
137,103,347,693,scissors,1,723
126,105,454,712,scissors,1,724
122,105,469,739,scissors,1,725
139,106,473,717,scissors,1,726
105,107,471,735,scissors,1,727
122,85,485,731,scissors,1,728
122,124,453,713,scissors,1,729
123,90,445,714,scissors,1,730
128,107,460,713,scissors,1,731
118,96,448,708,scissors,1,732
129,104,449,703,scissors,1,733
122,104,453,712,scissors,1,734
137,106,456,710,scissors,1,735
146,107,354,697,scissors,1,736
130,104,457,705,scissors,1,737
125,208,464,707,scissors,1,738
117,103,443,694,scissors,1,739
126,106,444,712,scissors,1,740
110,102,450,697,scissors,1,741
132,97,444,694,scissors,1,742
125,93,462,713,scissors,1,743
149,98,461,710,scissors,1,744
205,104,451,706,scissors,1,745
128,103,447,709,scissors,1,746
122,97,444,702,scissors,1,747
123,117,402,680,scissors,1,748
121,134,442,704,scissors,1,749
89,106,442,694,scissors,1,750
124,97,444,695,scissors,1,751
111,104,456,689,scissors,1,752
120,91,430,693,scissors,1,753
108,102,296,645,scissors,1,754
121,90,422,679,scissors,1,755
105,111,431,681,scissors,1,756
137,103,438,697,scissors,1,757
120,91,424,671,scissors,1,758
135,96,398,659,scissors,1,759
121,103,425,672,scissors,1,760
198,94,433,673,scissors,1,761
123,113,415,681,scissors,1,762
114,105,431,693,scissors,1,763
113,104,440,683,scissors,1,764
119,95,423,690,scissors,1,765
117,202,427,685,scissors,1,766
153,103,458,717,scissors,1,767
123,122,460,720,scissors,1,768
132,105,470,733,scissors,1,769
118,98,476,730,scissors,1,770
96,133,453,720,scissors,1,771
98,105,462,728,scissors,1,772
140,109,347,695,scissors,1,773
120,108,466,711,scissors,1,774
98,99,448,704,scissors,1,775
118,93,465,703,scissors,1,776
124,117,434,685,scissors,1,777
122,107,440,682,scissors,1,778
130,104,440,691,scissors,1,779
120,92,429,694,scissors,1,780
133,95,448,689,scissors,1,781
117,101,439,702,scissors,1,782
115,204,451,706,scissors,1,783
124,97,472,727,scissors,1,784
117,110,468,733,scissors,1,785
117,102,474,724,scissors,1,786
108,106,463,718,scissors,1,787
102,104,503,744,scissors,1,788
116,104,458,711,scissors,1,789
118,93,459,723,scissors,1,790
141,104,466,714,scissors,1,791
80,100,442,700,scissors,1,792
109,92,458,725,scissors,1,793
151,90,454,714,scissors,1,794
106,102,457,709,scissors,1,795
128,106,464,721,scissors,1,796
137,96,467,722,scissors,1,797
122,92,454,707,scissors,1,798
128,133,459,720,scissors,1,799
119,102,457,712,scissors,1,800
110,108,499,745,scissors,1,801
123,129,487,744,scissors,1,802
120,101,476,727,scissors,1,803
107,121,467,722,scissors,1,804
121,96,485,740,scissors,1,805
117,109,487,751,scissors,1,806
136,114,490,750,scissors,1,807
116,124,452,704,scissors,1,808
114,144,474,738,scissors,1,809
110,104,467,727,scissors,1,810
117,104,476,737,scissors,1,811
114,126,473,725,scissors,1,812
119,102,493,736,scissors,1,813
141,106,478,731,scissors,1,814
116,102,487,749,scissors,1,815
134,120,480,730,scissors,1,816
125,106,477,738,scissors,1,817
130,94,464,724,scissors,1,818
128,84,478,735,scissors,1,819
98,105,485,740,scissors,1,820
172,105,469,725,scissors,1,821
131,117,458,724,scissors,1,822
152,97,475,720,scissors,1,823
97,105,460,715,scissors,1,824
162,99,458,708,scissors,1,825
125,106,465,714,scissors,1,826
125,102,437,695,scissors,1,827
128,92,451,697,scissors,1,828
126,101,450,703,scissors,1,829
133,98,444,691,scissors,1,830
125,106,461,706,scissors,1,831
112,112,487,733,scissors,1,832
119,105,479,741,scissors,1,833
109,100,494,765,scissors,1,834
121,128,507,734,scissors,1,835
187,102,534,728,scissors,1,836
131,105,502,751,scissors,1,837
179,104,535,722,scissors,1,838
131,106,549,743,scissors,1,839
124,106,548,729,scissors,1,840
113,107,577,748,scissors,1,841
180,117,586,783,scissors,1,842
109,104,644,767,scissors,1,843
119,108,619,792,scissors,1,844
194,100,588,781,scissors,1,845
121,91,587,773,scissors,1,846
121,124,584,773,scissors,1,847
152,107,577,758,scissors,1,848
112,126,560,743,scissors,1,849
120,104,562,745,scissors,1,850
154,98,572,752,scissors,1,851
147,108,562,752,scissors,1,852
124,109,604,790,scissors,1,853
125,103,641,773,scissors,1,854
122,104,583,776,scissors,1,855
131,100,606,796,scissors,1,856
147,105,618,808,scissors,1,857
119,104,608,805,scissors,1,858
109,103,621,816,scissors,1,859
129,104,582,797,scissors,1,860
120,97,610,798,scissors,1,861
145,105,615,811,scissors,1,862
122,74,605,786,scissors,1,863
121,106,609,794,scissors,1,864
118,104,620,802,scissors,1,865
122,141,590,787,scissors,1,866
123,93,614,795,scissors,1,867
116,110,583,770,scissors,1,868
119,105,583,775,scissors,1,869
133,104,542,745,scissors,1,870
111,101,572,761,scissors,1,871
119,108,572,747,scissors,1,872
