s1,s2,s3,s4,gesture,sample_id,t
230,193,852,348,scissors,1,117
226,168,837,323,scissors,1,118
226,167,848,330,scissors,1,119
216,166,839,317,scissors,1,120
222,38,818,315,scissors,1,121
226,171,834,306,scissors,1,122
227,164,845,309,scissors,1,123
221,161,835,310,scissors,1,124
228,169,839,343,scissors,1,125
225,178,854,299,scissors,1,126
228,163,842,317,scissors,1,127
230,169,847,297,scissors,1,128
229,58,822,281,scissors,1,129
215,168,837,320,scissors,1,130
239,163,842,284,scissors,1,131
241,171,838,276,scissors,1,132
265,170,846,279,scissors,1,133
237,197,863,269,scissors,1,134
220,165,841,271,scissors,1,135
247,168,838,287,scissors,1,136
230,165,844,352,scissors,1,137
223,158,841,357,scissors,1,138
221,131,822,334,scissors,1,139
216,181,851,336,scissors,1,140
205,175,846,342,scissors,1,141
215,168,843,375,scissors,1,142
223,171,845,395,scissors,1,143
219,223,880,373,scissors,1,144
226,168,839,420,scissors,1,145
227,190,858,383,scissors,1,146
226,171,845,382,scissors,1,147
224,170,842,407,scissors,1,148
219,168,846,381,scissors,1,149
225,165,841,394,scissors,1,150
222,81,839,374,scissors,1,151
220,168,840,370,scissors,1,152
220,145,823,365,scissors,1,153
232,170,846,380,scissors,1,154
209,166,853,349,scissors,1,155
206,165,840,355,scissors,1,156
219,146,828,356,scissors,1,157
225,148,833,361,scissors,1,158
209,166,842,324,scissors,1,159
222,153,832,288,scissors,1,160
228,200,854,333,scissors,1,161
233,226,870,335,scissors,1,162
235,180,846,328,scissors,1,163
233,138,826,351,scissors,1,164
243,167,844,337,scissors,1,165
239,193,852,321,scissors,1,166
246,161,838,346,scissors,1,167
241,170,839,301,scissors,1,168
242,169,840,309,scissors,1,169
254,168,845,304,scissors,1,170
282,160,834,408,scissors,1,171
241,180,848,301,scissors,1,172
237,118,857,298,scissors,1,173
218,170,843,322,scissors,1,174
236,161,830,290,scissors,1,175
233,160,828,286,scissors,1,176
222,159,841,283,scissors,1,177
228,160,832,295,scissors,1,178
230,170,837,318,scissors,1,179
305,160,848,303,scissors,1,180
226,169,842,274,scissors,1,181
80,164,843,296,scissors,1,182
175,165,841,232,scissors,1,183
243,174,861,269,scissors,1,184
216,175,861,270,scissors,1,185
206,146,828,270,scissors,1,186
221,168,839,263,scissors,1,187
232,157,843,264,scissors,1,188
226,300,872,260,scissors,1,189
229,144,831,271,scissors,1,190
228,164,842,336,scissors,1,191
226,189,858,271,scissors,1,192
192,183,852,246,scissors,1,193
197,168,835,279,scissors,1,194
226,172,845,291,scissors,1,195
226,173,854,286,scissors,1,196
224,206,877,317,scissors,1,197
219,171,842,354,scissors,1,198
220,168,842,365,scissors,1,199
218,153,834,357,scissors,1,200
223,176,849,464,scissors,1,201
226,183,865,381,scissors,1,202
199,175,857,405,scissors,1,203
258,182,868,421,scissors,1,204
234,190,862,421,scissors,1,205
234,187,867,421,scissors,1,206
235,201,866,425,scissors,1,207
215,183,867,431,scissors,1,208
230,189,866,421,scissors,1,209
223,162,851,433,scissors,1,210
227,186,857,430,scissors,1,211
230,186,858,436,scissors,1,212
245,183,862,420,scissors,1,213
238,183,870,410,scissors,1,214
213,196,864,411,scissors,1,215
228,184,860,401,scissors,1,216
245,169,853,417,scissors,1,217
240,180,854,400,scissors,1,218
272,184,853,396,scissors,1,219
326,170,855,393,scissors,1,220
227,185,856,374,scissors,1,221
218,190,858,369,scissors,1,222
229,169,841,371,scissors,1,223
231,175,853,366,scissors,1,224
215,189,853,365,scissors,1,225
229,161,839,350,scissors,1,226
224,178,851,338,scissors,1,227
235,174,844,365,scissors,1,228
208,188,855,330,scissors,1,229
87,174,862,367,scissors,1,230
212,182,857,321,scissors,1,231
264,184,860,339,scissors,1,232
203,195,864,341,scissors,1,233
227,186,855,333,scissors,1,234
217,189,866,348,scissors,1,235
225,194,860,332,scissors,1,236
209,183,854,323,scissors,1,237
220,179,855,295,scissors,1,238
224,198,873,318,scissors,1,239
228,194,859,314,scissors,1,240
239,194,858,312,scissors,1,241
226,189,866,333,scissors,1,242
225,167,854,325,scissors,1,243
231,192,851,310,scissors,1,244
194,188,862,289,scissors,1,245
226,178,845,296,scissors,1,246
220,188,859,331,scissors,1,247
201,210,869,274,scissors,1,248
241,222,883,294,scissors,1,249
238,179,860,272,scissors,1,250
221,184,845,289,scissors,1,251
191,182,863,298,scissors,1,252
221,186,859,286,scissors,1,253
220,180,854,294,scissors,1,254
211,176,846,283,scissors,1,255
218,179,849,280,scissors,1,256
214,178,842,269,scissors,1,257
294,177,848,316,scissors,1,258
221,199,864,276,scissors,1,259
216,179,855,288,scissors,1,260
220,176,852,269,scissors,1,261
192,178,842,248,scissors,1,262
221,178,847,264,scissors,1,263
221,151,840,285,scissors,1,264
228,160,836,275,scissors,1,265
220,174,848,252,scissors,1,266
227,182,858,263,scissors,1,267
240,172,842,253,scissors,1,268
235,180,855,252,scissors,1,269
198,169,835,248,scissors,1,270
223,170,840,242,scissors,1,271
214,154,832,246,scissors,1,272
214,131,825,242,scissors,1,273
219,164,841,247,scissors,1,274
222,163,836,237,scissors,1,275
223,209,865,251,scissors,1,276
223,146,834,222,scissors,1,277
215,168,841,244,scissors,1,278
221,175,855,232,scissors,1,279
217,152,837,228,scissors,1,280
224,182,857,226,scissors,1,281
146,170,839,239,scissors,1,282
197,169,841,203,scissors,1,283
210,155,827,219,scissors,1,284
214,166,849,220,scissors,1,285
206,162,838,219,scissors,1,286
219,176,845,204,scissors,1,287
218,190,861,222,scissors,1,288
225,188,861,222,scissors,1,289
198,169,845,247,scissors,1,290
217,187,860,214,scissors,1,291
205,191,868,222,scissors,1,292
201,169,844,223,scissors,1,293
214,182,863,266,scissors,1,294
214,198,881,298,scissors,1,295
212,223,882,334,scissors,1,296
215,176,847,410,scissors,1,297
193,179,854,328,scissors,1,298
211,179,861,368,scissors,1,299
214,146,832,403,scissors,1,300
216,184,848,372,scissors,1,301
218,176,847,450,scissors,1,302
227,216,868,481,scissors,1,303
231,178,852,528,scissors,1,304
231,267,857,542,scissors,1,305
244,203,864,562,scissors,1,306
228,184,847,556,scissors,1,307
209,180,850,542,scissors,1,308
204,185,850,540,scissors,1,309
222,172,849,538,scissors,1,310
227,175,854,408,scissors,1,311
222,176,846,517,scissors,1,312
254,167,850,521,scissors,1,313
228,178,847,517,scissors,1,314
215,172,851,510,scissors,1,315
225,174,850,502,scissors,1,316
230,155,840,509,scissors,1,317
221,188,851,488,scissors,1,318
231,163,841,537,scissors,1,319
241,177,838,485,scissors,1,320
252,185,850,482,scissors,1,321
215,182,859,497,scissors,1,322
234,166,852,494,scissors,1,323
236,180,852,468,scissors,1,324
219,153,834,489,scissors,1,325
225,172,844,495,scissors,1,326
195,189,858,482,scissors,1,327
217,168,843,488,scissors,1,328
212,245,889,484,scissors,1,329
221,173,849,516,scissors,1,330
221,167,855,471,scissors,1,331
219,171,844,466,scissors,1,332
225,163,837,433,scissors,1,333
210,169,850,461,scissors,1,334
216,169,836,443,scissors,1,335
207,181,850,452,scissors,1,336
214,164,843,429,scissors,1,337
212,178,844,450,scissors,1,338
252,151,838,435,scissors,1,339
242,168,836,362,scissors,1,340
272,157,839,266,scissors,1,341
222,159,845,412,scissors,1,342
219,175,855,424,scissors,1,343
213,194,853,424,scissors,1,344
198,163,844,397,scissors,1,345
209,217,878,413,scissors,1,346
210,214,882,428,scissors,1,347
121,209,871,404,scissors,1,348
211,212,882,399,scissors,1,349
215,248,898,418,scissors,1,350
214,213,885,379,scissors,1,351
214,200,872,384,scissors,1,352
210,204,875,416,scissors,1,353
214,202,876,417,scissors,1,354
174,229,888,385,scissors,1,355
257,211,886,376,scissors,1,356
221,202,872,377,scissors,1,357
221,202,866,379,scissors,1,358
216,222,890,383,scissors,1,359
206,178,859,366,scissors,1,360
219,235,889,360,scissors,1,361
217,192,868,326,scissors,1,362
231,190,871,376,scissors,1,363
224,177,859,341,scissors,1,364
218,196,870,317,scissors,1,365
218,212,868,345,scissors,1,366
217,194,863,351,scissors,1,367
181,193,862,347,scissors,1,368
217,263,872,341,scissors,1,369
195,214,869,363,scissors,1,370
215,192,863,343,scissors,1,371
219,194,860,346,scissors,1,372
211,194,868,344,scissors,1,373
234,187,857,333,scissors,1,374
198,179,853,322,scissors,1,375
228,178,857,364,scissors,1,376
214,189,862,295,scissors,1,377
211,185,853,341,scissors,1,378
208,193,859,332,scissors,1,379
226,175,855,364,scissors,1,380
207,197,867,338,scissors,1,381
213,160,843,324,scissors,1,382
194,184,856,340,scissors,1,383
213,183,868,358,scissors,1,384
211,185,847,333,scissors,1,385
219,177,855,309,scissors,1,386
229,190,870,278,scissors,1,387
214,180,852,327,scissors,1,388
211,181,862,349,scissors,1,389
217,184,852,290,scissors,1,390
256,184,849,325,scissors,1,391
214,184,851,316,scissors,1,392
134,171,841,315,scissors,1,393
215,178,854,309,scissors,1,394
228,192,854,276,scissors,1,395
210,180,857,311,scissors,1,396
234,178,851,319,scissors,1,397
219,183,863,337,scissors,1,398
216,150,841,320,scissors,1,399
227,217,871,314,scissors,1,400
211,177,847,311,scissors,1,401
212,195,859,308,scissors,1,402
201,177,845,307,scissors,1,403
227,171,853,321,scissors,1,404
195,175,852,317,scissors,1,405
194,176,848,361,scissors,1,406
212,179,852,318,scissors,1,407
215,185,854,316,scissors,1,408
224,195,863,310,scissors,1,409
192,186,855,296,scissors,1,410
201,218,875,328,scissors,1,411
210,181,858,304,scissors,1,412
334,184,854,322,scissors,1,413
215,179,854,386,scissors,1,414
215,183,871,304,scissors,1,415
209,203,868,310,scissors,1,416
230,186,860,323,scissors,1,417
210,195,858,373,scissors,1,418
239,164,844,289,scissors,1,419
212,164,841,324,scissors,1,420
233,180,854,476,scissors,1,421
214,188,862,334,scissors,1,422
198,171,850,322,scissors,1,423
224,218,874,326,scissors,1,424
211,186,858,319,scissors,1,425
202,191,865,289,scissors,1,426
221,266,856,320,scissors,1,427
237,172,846,336,scissors,1,428
220,200,861,313,scissors,1,429
218,184,850,316,scissors,1,430
189,187,854,311,scissors,1,431
208,183,862,317,scissors,1,432
229,181,853,312,scissors,1,433
201,195,861,314,scissors,1,434
226,176,849,332,scissors,1,435
212,178,858,308,scissors,1,436
216,178,852,324,scissors,1,437
220,214,877,320,scissors,1,438
220,195,864,343,scissors,1,439
216,195,870,313,scissors,1,440
213,175,856,322,scissors,1,441
219,293,880,312,scissors,1,442
195,218,884,314,scissors,1,443
224,205,875,307,scissors,1,444
218,203,869,333,scissors,1,445
219,234,886,286,scissors,1,446
218,205,871,309,scissors,1,447
232,203,878,313,scissors,1,448
200,208,882,307,scissors,1,449
256,205,883,318,scissors,1,450
226,203,881,315,scissors,1,451
214,202,871,315,scissors,1,452
215,194,863,309,scissors,1,453
222,195,876,323,scissors,1,454
214,188,865,306,scissors,1,455
254,205,873,307,scissors,1,456
213,199,879,311,scissors,1,457
216,202,875,295,scissors,1,458
213,197,873,324,scissors,1,459
218,198,873,315,scissors,1,460
218,198,877,325,scissors,1,461
216,199,873,315,scissors,1,462
237,217,879,335,scissors,1,463
212,209,869,351,scissors,1,464
270,192,864,337,scissors,1,465
229,194,865,344,scissors,1,466
348,192,858,318,scissors,1,467
224,200,864,377,scissors,1,468
234,178,857,305,scissors,1,469
236,198,871,280,scissors,1,470
251,180,860,304,scissors,1,471
222,174,856,299,scissors,1,472
220,186,859,309,scissors,1,473
222,189,865,312,scissors,1,474
242,185,856,330,scissors,1,475
224,168,844,407,scissors,1,476
224,176,852,282,scissors,1,477
232,204,871,337,scissors,1,478
222,189,854,333,scissors,1,479
234,172,854,335,scissors,1,480
233,188,861,345,scissors,1,481
228,185,856,341,scissors,1,482
249,194,860,330,scissors,1,483
206,186,856,354,scissors,1,484
234,199,871,363,scissors,1,485
230,188,862,349,scissors,1,486
226,187,851,341,scissors,1,487
228,183,857,346,scissors,1,488
190,163,843,343,scissors,1,489
187,168,846,343,scissors,1,490
226,178,852,340,scissors,1,491
268,182,865,370,scissors,1,492
208,181,854,321,scissors,1,493
227,183,861,314,scissors,1,494
226,268,858,337,scissors,1,495
230,181,855,327,scissors,1,496
218,187,855,354,scissors,1,497
226,189,860,354,scissors,1,498
229,190,864,351,scissors,1,499
231,207,869,359,scissors,1,500
221,178,855,357,scissors,1,501
239,164,849,364,scissors,1,502
223,179,851,362,scissors,1,503
232,170,842,361,scissors,1,504
225,176,843,303,scissors,1,505
258,173,852,338,scissors,1,506
193,172,843,348,scissors,1,507
217,173,850,362,scissors,1,508
229,170,842,358,scissors,1,509
220,172,849,359,scissors,1,510
223,164,842,352,scissors,1,511
214,169,845,360,scissors,1,512
218,160,838,370,scissors,1,513
251,205,869,370,scissors,1,514
308,173,848,394,scissors,1,515
227,186,848,369,scissors,1,516
233,179,855,445,scissors,1,517
219,168,843,454,scissors,1,518
228,173,854,455,scissors,1,519
209,170,843,456,scissors,1,520
216,158,846,503,scissors,1,521
212,169,834,509,scissors,1,522
217,174,855,510,scissors,1,523
213,161,836,505,scissors,1,524
225,165,845,468,scissors,1,525
216,162,837,505,scissors,1,526
206,157,838,443,scissors,1,527
215,172,840,495,scissors,1,528
258,171,847,469,scissors,1,529
239,160,847,509,scissors,1,530
219,172,850,446,scissors,1,531
222,202,867,442,scissors,1,532
242,217,873,451,scissors,1,533
224,205,878,442,scissors,1,534
226,201,873,442,scissors,1,535
223,202,868,432,scissors,1,536
243,203,872,464,scissors,1,537
215,253,904,453,scissors,1,538
225,192,866,443,scissors,1,539
215,195,872,436,scissors,1,540
223,201,860,424,scissors,1,541
223,193,872,391,scissors,1,542
221,214,893,422,scissors,1,543
219,192,863,421,scissors,1,544
222,206,881,421,scissors,1,545
171,193,861,429,scissors,1,546
188,189,865,406,scissors,1,547
216,193,860,413,scissors,1,548
218,209,869,411,scissors,1,549
231,194,866,405,scissors,1,550
220,203,869,417,scissors,1,551
217,186,849,383,scissors,1,552
218,188,857,418,scissors,1,553
290,200,858,466,scissors,1,554
211,187,853,402,scissors,1,555
226,166,855,400,scissors,1,556
245,194,855,398,scissors,1,557
223,187,858,395,scissors,1,558
228,188,858,384,scissors,1,559
225,221,880,389,scissors,1,560
236,179,853,393,scissors,1,561
225,197,867,378,scissors,1,562
221,178,849,370,scissors,1,563
198,201,863,359,scissors,1,564
215,170,848,371,scissors,1,565
221,195,861,352,scissors,1,566
217,183,862,383,scissors,1,567
222,177,847,397,scissors,1,568
214,176,840,442,scissors,1,569
223,178,850,405,scissors,1,570
213,167,854,390,scissors,1,571
238,219,870,417,scissors,1,572
218,184,848,333,scissors,1,573
225,182,857,458,scissors,1,574
208,177,840,456,scissors,1,575
211,240,880,474,scissors,1,576
215,174,856,460,scissors,1,577
82,178,858,479,scissors,1,578
217,186,853,465,scissors,1,579
216,180,852,459,scissors,1,580
198,181,851,451,scissors,1,581
214,174,858,465,scissors,1,582
210,180,850,440,scissors,1,583
221,188,857,416,scissors,1,584
252,168,839,433,scissors,1,585
220,174,857,418,scissors,1,586
242,177,862,423,scissors,1,587
208,184,847,410,scissors,1,588
234,168,841,456,scissors,1,589
198,166,838,413,scissors,1,590
217,176,849,454,scissors,1,591
221,182,852,411,scissors,1,592
210,158,843,407,scissors,1,593
208,131,820,400,scissors,1,594
192,172,843,389,scissors,1,595
201,193,852,305,scissors,1,596
228,171,842,394,scissors,1,597
229,168,844,422,scissors,1,598
238,207,880,415,scissors,1,599
233,200,865,454,scissors,1,600
230,202,868,432,scissors,1,601
232,192,866,360,scissors,1,602
220,216,884,420,scissors,1,603
196,206,881,397,scissors,1,604
224,195,864,419,scissors,1,605
233,204,887,438,scissors,1,606
222,208,871,447,scissors,1,607
222,204,873,446,scissors,1,608
123,194,856,459,scissors,1,609
218,206,880,463,scissors,1,610
233,229,889,460,scissors,1,611
218,170,851,491,scissors,1,612
235,195,869,531,scissors,1,613
215,200,853,464,scissors,1,614
219,199,878,484,scissors,1,615
177,216,875,493,scissors,1,616
219,190,870,521,scissors,1,617
216,197,868,486,scissors,1,618
217,198,878,472,scissors,1,619
200,197,872,481,scissors,1,620
229,269,863,465,scissors,1,621
229,221,885,459,scissors,1,622
222,178,860,467,scissors,1,623
244,189,857,465,scissors,1,624
186,180,848,479,scissors,1,625
220,194,864,477,scissors,1,626
228,208,870,483,scissors,1,627
230,195,863,481,scissors,1,628
250,193,864,475,scissors,1,629
218,192,859,499,scissors,1,630
218,193,861,444,scissors,1,631
210,189,851,461,scissors,1,632
210,193,858,497,scissors,1,633
216,164,849,449,scissors,1,634
238,192,853,453,scissors,1,635
201,188,860,430,scissors,1,636
217,331,894,460,scissors,1,637
210,188,861,455,scissors,1,638
237,183,862,482,scissors,1,639
188,195,854,414,scissors,1,640
232,188,859,445,scissors,1,641
233,156,843,440,scissors,1,642
218,187,855,466,scissors,1,643
215,203,865,460,scissors,1,644
168,190,857,418,scissors,1,645
223,214,872,415,scissors,1,646
196,181,854,430,scissors,1,647
215,183,860,435,scissors,1,648
225,190,866,431,scissors,1,649
214,188,864,407,scissors,1,650
178,204,873,364,scissors,1,651
214,228,894,401,scissors,1,652
217,192,855,412,scissors,1,653
263,205,874,405,scissors,1,654
214,190,854,384,scissors,1,655
218,215,881,398,scissors,1,656
192,192,850,392,scissors,1,657
199,199,875,372,scissors,1,658
232,204,866,417,scissors,1,659
214,180,856,421,scissors,1,660
212,179,856,475,scissors,1,661
213,176,854,374,scissors,1,662
219,160,840,464,scissors,1,663
222,189,862,447,scissors,1,664
229,184,856,468,scissors,1,665
219,217,874,487,scissors,1,666
216,196,868,486,scissors,1,667
214,185,856,536,scissors,1,668
219,202,868,478,scissors,1,669
197,209,873,464,scissors,1,670
213,174,869,462,scissors,1,671
211,201,874,491,scissors,1,672
208,204,876,405,scissors,1,673
225,206,878,440,scissors,1,674
218,190,877,469,scissors,1,675
217,194,869,473,scissors,1,676
210,203,873,486,scissors,1,677
232,221,895,491,scissors,1,678
214,211,875,584,scissors,1,679
215,198,874,500,scissors,1,680
213,209,875,486,scissors,1,681
217,201,871,512,scissors,1,682
227,236,890,483,scissors,1,683
210,212,879,506,scissors,1,684
206,209,868,494,scissors,1,685
201,197,875,464,scissors,1,686
249,198,880,486,scissors,1,687
218,63,844,481,scissors,1,688
225,179,860,474,scissors,1,689
212,198,871,457,scissors,1,690
214,189,866,467,scissors,1,691
203,194,854,461,scissors,1,692
211,155,854,458,scissors,1,693
221,197,868,450,scissors,1,694
213,171,855,445,scissors,1,695
230,188,858,351,scissors,1,696
204,192,863,412,scissors,1,697
232,190,867,418,scissors,1,698
224,195,864,439,scissors,1,699
229,190,867,428,scissors,1,700
215,189,860,424,scissors,1,701
204,202,865,422,scissors,1,702
190,196,867,438,scissors,1,703
209,154,842,445,scissors,1,704
205,190,867,439,scissors,1,705
209,186,856,435,scissors,1,706
212,192,861,429,scissors,1,707
202,184,850,403,scissors,1,708
153,202,867,419,scissors,1,709
212,187,859,424,scissors,1,710
216,170,849,434,scissors,1,711
210,195,858,434,scissors,1,712
212,168,842,431,scissors,1,713
210,184,849,449,scissors,1,714
208,160,842,445,scissors,1,715
286,180,852,436,scissors,1,716
208,185,852,424,scissors,1,717
213,185,846,424,scissors,1,718
227,185,847,413,scissors,1,719
202,184,856,408,scissors,1,720
211,186,864,404,scissors,1,721
213,171,851,384,scissors,1,722
226,190,868,402,scissors,1,723
224,200,868,421,scissors,1,724
184,204,874,393,scissors,1,725
230,212,875,390,scissors,1,726
201,220,887,392,scissors,1,727
217,182,866,390,scissors,1,728
207,200,866,449,scissors,1,729
222,179,855,415,scissors,1,730
215,198,879,398,scissors,1,731
369,182,872,425,scissors,1,732
224,197,872,413,scissors,1,733
221,201,868,409,scissors,1,734
215,194,863,416,scissors,1,735
212,196,871,415,scissors,1,736
214,196,867,385,scissors,1,737
153,191,874,414,scissors,1,738
212,67,838,413,scissors,1,739
226,192,862,365,scissors,1,740
204,187,850,436,scissors,1,741
210,196,869,404,scissors,1,742
224,193,860,387,scissors,1,743
74,178,853,240,scissors,1,744
216,187,863,391,scissors,1,745
240,209,875,407,scissors,1,746
220,193,856,413,scissors,1,747
225,190,865,418,scissors,1,748
216,183,866,424,scissors,1,749
264,202,865,430,scissors,1,750
176,167,862,440,scissors,1,751
227,196,868,472,scissors,1,752
219,200,875,464,scissors,1,753
221,196,871,480,scissors,1,754
221,209,873,497,scissors,1,755
235,214,885,474,scissors,1,756
218,189,871,481,scissors,1,757
222,213,886,461,scissors,1,758
220,205,884,449,scissors,1,759
220,200,868,464,scissors,1,760
213,197,877,448,scissors,1,761
222,211,884,445,scissors,1,762
244,198,877,416,scissors,1,763
223,206,885,440,scissors,1,764
233,200,872,477,scissors,1,765
230,204,879,451,scissors,1,766
211,204,878,472,scissors,1,767
235,215,885,453,scissors,1,768
215,201,867,496,scissors,1,769
234,203,874,508,scissors,1,770
216,187,868,489,scissors,1,771
230,196,866,505,scissors,1,772
211,201,867,516,scissors,1,773
239,185,865,537,scissors,1,774
222,201,868,523,scissors,1,775
226,201,857,528,scissors,1,776
208,201,861,522,scissors,1,777
236,198,871,514,scissors,1,778
226,198,872,531,scissors,1,779
237,62,845,504,scissors,1,780
231,190,870,485,scissors,1,781
216,185,860,501,scissors,1,782
220,194,864,505,scissors,1,783
214,199,876,482,scissors,1,784
225,192,863,500,scissors,1,785
246,196,868,520,scissors,1,786
227,190,868,512,scissors,1,787
227,204,871,550,scissors,1,788
224,206,884,474,scissors,1,789
222,204,879,528,scissors,1,790
218,203,882,516,scissors,1,791
217,205,885,508,scissors,1,792
221,202,872,507,scissors,1,793
232,215,891,502,scissors,1,794
221,193,871,484,scissors,1,795
226,202,864,496,scissors,1,796
209,210,877,474,scissors,1,797
217,193,865,503,scissors,1,798
225,181,862,504,scissors,1,799
215,218,879,513,scissors,1,800
206,211,874,531,scissors,1,801
223,198,879,515,scissors,1,802
212,193,877,554,scissors,1,803
215,197,870,544,scissors,1,804
219,236,891,534,scissors,1,805
211,196,865,536,scissors,1,806
214,220,879,527,scissors,1,807
220,212,875,525,scissors,1,808
220,199,881,560,scissors,1,809
218,197,867,521,scissors,1,810
215,186,858,518,scissors,1,811
173,198,873,514,scissors,1,812
210,198,876,493,scissors,1,813
178,207,883,482,scissors,1,814
328,187,872,537,scissors,1,815
237,203,867,573,scissors,1,816
221,200,864,593,scissors,1,817
218,195,867,622,scissors,1,818
213,185,862,613,scissors,1,819
229,132,840,596,scissors,1,820
220,207,879,613,scissors,1,821
217,201,866,646,scissors,1,822
198,198,872,674,scissors,1,823
222,190,864,718,scissors,1,824
214,198,873,673,scissors,1,825
258,193,866,672,scissors,1,826
218,214,879,683,scissors,1,827
227,204,872,701,scissors,1,828
229,232,881,699,scissors,1,829
226,197,880,685,scissors,1,830
235,196,868,695,scissors,1,831
211,197,877,690,scissors,1,832
220,194,866,704,scissors,1,833
225,183,870,719,scissors,1,834
211,220,877,730,scissors,1,835
221,194,861,678,scissors,1,836
256,198,879,750,scissors,1,837
228,193,855,703,scissors,1,838
193,178,854,704,scissors,1,839
218,188,865,695,scissors,1,840
224,187,859,669,scissors,1,841
180,189,866,668,scissors,1,842
211,156,846,668,scissors,1,843
215,182,859,658,scissors,1,844
198,185,851,640,scissors,1,845
245,185,854,673,scissors,1,846
214,173,850,697,scissors,1,847
206,185,848,667,scissors,1,848
221,213,874,736,scissors,1,849
229,178,854,750,scissors,1,850
216,183,861,713,scissors,1,851
216,192,863,704,scissors,1,852
191,211,871,682,scissors,1,853
216,204,870,694,scissors,1,854
197,198,869,672,scissors,1,855
204,212,877,681,scissors,1,856
221,208,874,600,scissors,1,857
212,205,885,714,scissors,1,858
211,184,857,688,scissors,1,859
230,220,882,722,scissors,1,860
176,208,876,729,scissors,1,861
215,208,872,729,scissors,1,862
203,188,871,702,scissors,1,863
210,205,877,714,scissors,1,864
248,201,867,832,scissors,1,865
223,210,866,696,scissors,1,866
212,205,874,692,scissors,1,867
215,118,878,684,scissors,1,868
219,198,878,660,scissors,1,869
218,203,871,661,scissors,1,870
188,198,873,661,scissors,1,871
221,198,874,671,scissors,1,872
